,,,,,,,
Year,NMFS Name,Pounds,Metric Tons,Dollars,Deflated Dollars,Confidentiality,Collection
1951,PERIWINKLES,"3,500",2,"1,072","10,019",Public,Commercial
1951,PERMIT,"41,700",19,"2,919","27,280",Public,Commercial
1951,PIGFISH,"381,400",173,"15,273","142,738",Public,Commercial
1951,PIKES **,"15,200",7,"2,839","26,533",Public,Commercial
1951,PILOTFISH,"2,600",1,124,"1,159",Public,Commercial
1951,PINFISH,"1,023,200",464,"25,600","239,252",Public,Commercial
1951,POLLOCK,"22,717,300","10,304","1,002,433","9,368,532",Public,Commercial
1951,"POLYCHAETE, BLOODWORMS","216,100",98,"158,107","1,477,636",Public,Commercial
1951,"POLYCHAETE, SANDWORMS **","147,900",67,"90,480","845,607",Public,Commercial
1951,"POMPANO, FLORIDA","984,000",446,"489,273","4,572,644",Public,Commercial
1951,"POMPANO, PACIFIC","64,200",29,"22,298","208,393",Public,Commercial
1951,PORGIES **,"36,690,200","16,643","2,993,264","27,974,430",Public,Commercial
1951,PORKFISH,"4,600",2,230,"2,149",Public,Commercial
1951,"POUT, OCEAN","138,900",63,"2,431","22,720",Public,Commercial
1951,"PUFFER, NORTHERN","1,644,200",746,"80,443","751,803",Public,Commercial
1951,"RATFISH, SPOTTED","620,000",281,"6,200","57,944",Public,Commercial
1951,"REDFISH, ACADIAN","258,320,100","117,173","12,596,680","117,725,981",Public,Commercial
1951,"ROCK BASSES, PACIFIC **","288,600",131,"45,567","425,860",Public,Commercial
1951,"ROCKFISH, PACIFIC OCEAN PERCH","1,855,800",842,"92,787","867,168",Public,Commercial
1951,ROCKFISHES **,"25,344,664","11,496","1,408,832","13,166,655",Public,Commercial
1951,"RUNNER, BLUE","982,000",445,"49,448","462,131",Public,Commercial
1951,SABLEFISH,"14,018,505","6,359","1,232,614","11,519,757",Public,Commercial
1951,"SALMON, ATLANTIC","1,600",1,810,"7,570",Public,Commercial
1951,"SALMON, CHINOOK","43,200,540","19,596","10,488,978","98,027,831",Public,Commercial
1951,"SALMON, CHUM","65,133,720","29,544","6,011,159","56,179,056",Public,Commercial
1951,"SALMON, COHO","52,063,248","23,616","8,526,813","79,689,841",Public,Commercial
1951,"SALMON, PINK","147,644,196","66,971","18,233,833","170,409,654",Public,Commercial
1951,"SALMON, SOCKEYE","66,181,308","30,020","9,247,703","86,427,131",Public,Commercial
1951,"SARDINE, PACIFIC","328,894,400","149,186","7,247,606","67,734,635",Public,Commercial
1951,"SAWFISH, SMALLTOOTH","10,800",5,540,"5,047",Public,Commercial
1951,SCADS **,"62,100",28,"3,105","29,019",Public,Commercial
1951,"SCALLOP, BAY","1,788,900",811,"1,337,451","12,499,541",Public,Commercial
1951,"SCALLOP, SEA","18,745,900","8,503","8,323,725","77,791,822",Public,Commercial
1951,SCALLOPS **,"17,000",8,"10,738","100,355",Public,Commercial
1951,SCULPINS **,"101,400",46,"18,412","172,075",Public,Commercial
1951,"SEA BASS, GIANT","277,500",126,"45,504","425,271",Public,Commercial
1951,SEAROBINS **,"431,300",196,"7,750","72,430",Public,Commercial
1951,"SEATROUT, SAND","554,900",252,"62,890","587,757",Public,Commercial
1951,"SEATROUT, SPOTTED","5,819,900","2,640","1,391,921","13,008,608",Public,Commercial
1951,"SEAWEED, IRISH MOSS","2,730,100","1,238","40,440","377,944",Public,Commercial
1951,"SEAWEED, KELP **","229,520,000","104,110","3,525,427","32,947,916",Public,Commercial
1951,"SHAD, AMERICAN","10,453,900","4,742","1,774,184","16,581,159",Public,Commercial
1951,"SHAD, GIZZARD","309,600",140,"7,117","66,514",Public,Commercial
1951,"SHAD, HICKORY","458,200",208,"28,672","267,964",Public,Commercial
1951,"SHARK, TOPE","116,900",53,"23,689","221,393",Public,Commercial
1951,"SHARKS, CHONDRICHTHYES (CLASS) **","1,483,308",673,"92,747","866,793",Public,Commercial
1951,"SHARKS, DOGFISH **","2,707,800","1,228","71,545","668,645",Public,Commercial
1951,"SHEEPHEAD, CALIFORNIA","61,400",28,"5,519","51,579",Public,Commercial
1951,SHEEPSHEAD,"306,400",139,"30,990","289,626",Public,Commercial
1951,"SHRIMP, MARINE **","163,895,400","74,342","36,126,609","337,631,860",Confidential,Commercial
1951,"SHRIMP, MARINE **","57,526,700","26,094","15,392,051","143,850,944",Public,Commercial
1951,"SHRIMP, OCEAN","934,000",424,"64,874","606,299",Public,Commercial
1951,"SHRIMPS, PENAEID **","108,100",49,"42,156","393,981",Confidential,Commercial
1951,"SHRIMPS, PENAEID **","1,707,816",775,"179,301","1,675,710",Public,Commercial
1951,"SHRIMPS, PENAEOID **","144,300",65,"57,778","539,981",Public,Commercial
1951,"SILVERSIDES, ATHERINIDAE (FAMILY) **",800,0,48,448,Public,Commercial
1951,"SKATES, RAJIDAE (FAMILY) **","1,281,500",581,"19,447","181,746",Public,Commercial
1951,"SMELT, EULACHON","1,482,200",672,"228,818","2,138,486",Public,Commercial
1951,"SMELT, RAINBOW","109,900",50,"30,172","281,982",Public,Commercial
1951,"SMELT, WHITEBAIT","162,100",74,"15,583","145,636",Public,Commercial
1951,SMELTS **,"1,692,700",768,"128,251","1,198,608",Public,Commercial
1951,"SNAPPER, GRAY","477,900",217,"66,906","625,290",Public,Commercial
1951,"SNAPPER, RED","7,188,000","3,260","1,862,817","17,409,505",Public,Commercial
1951,"SNAPPER, YELLOWTAIL","437,600",198,"91,882","858,711",Public,Commercial
1951,"SNAPPERS, LUTJANIDAE (FAMILY) **","148,300",67,"24,784","231,626",Public,Commercial
1951,"SNOOK, COMMON","699,600",317,"90,915","849,673",Public,Commercial
1951,SOLES **,"41,709,500","18,919","3,030,290","28,320,467",Public,Commercial
1951,SPADEFISH,200,0,14,131,Public,Commercial
1951,"SPONGE, GRASS",500,0,"1,610","15,047",Public,Commercial
1951,"SPONGE, SHEEPSWOOL","14,800",7,"107,300","1,002,804",Public,Commercial
1951,"SPONGE, YELLOW",500,0,"1,845","17,243",Public,Commercial
1951,SPOT,"13,071,800","5,929","836,181","7,814,777",Public,Commercial
1951,SQUAWFISHES **,900,0,35,327,Public,Commercial
1951,"SQUIDS, LOLIGINIDAE **","17,981,500","8,156","611,646","5,716,317",Public,Commercial
1951,STURGEONS **,"369,100",167,"83,322","778,711",Public,Commercial
1951,SUCKERS **,"74,600",34,"5,446","50,897",Public,Commercial
1951,SUNFISHES **,"17,700",8,"1,285","12,009",Public,Commercial
1951,SURFPERCHES **,"519,500",236,"61,276","572,673",Public,Commercial
1951,SWORDFISH,"429,900",195,"198,266","1,852,953",Public,Commercial
1951,TAUTOG,"199,400",90,"9,926","92,766",Public,Commercial
1951,"TERRAPIN, DIAMONDBACK","161,900",73,"42,325","395,561",Public,Commercial
1951,"TILEFISH, GOLDEN","2,274,300","1,032","192,557","1,799,598",Public,Commercial
1951,"TOMCOD, PACIFIC","2,000",1,108,"1,009",Public,Commercial
1951,"TREEFROG, GREEN","28,300",13,"9,825","91,822",Public,Commercial
1951,TRIGGERFISHES **,"29,300",13,"3,220","30,093",Public,Commercial
1951,TRIPLETAIL,"25,200",11,"2,167","20,253",Public,Commercial
1951,"TROUT, LAKE","1,900",1,577,"5,393",Public,Commercial
1951,"TROUT, RAINBOW","1,245,748",565,"265,955","2,485,561",Public,Commercial
1951,"TUNA, ALBACORE","34,490,600","15,645","5,403,383","50,498,907",Public,Commercial
1951,"TUNA, BLUEFIN","1,760,600",799,"130,837","1,222,775",Public,Commercial
1951,"TUNA, BLUEFIN PACIFIC","3,862,400","1,752","604,027","5,645,112",Public,Commercial
1951,"TUNA, LITTLE TUNNY","371,500",169,"8,088","75,589",Public,Commercial
1951,"TUNA, SKIPJACK","116,599,000","52,889","16,655,070","155,654,860",Public,Commercial
1951,"TUNA, YELLOWFIN","161,829,400","73,405","25,005,851","233,699,543",Public,Commercial
1951,"TURTLE, GREEN SEA","9,100",4,910,"8,504",Public,Commercial
1951,"TURTLE, LOGGERHEAD","5,400",2,366,"3,421",Public,Commercial
1951,"TURTLE, SOFT-SHELL **","9,100",4,546,"5,103",Public,Commercial
1951,"TURTLES, SNAPPING","177,300",80,"19,704","184,149",Public,Commercial
1951,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **","55,100",25,"1,330","12,430",Public,Commercial
1951,"VARDEN, DOLLY","24,512",11,"2,834","26,486",Public,Commercial
1951,"VERTEBRATES, JAWED","58,553,649","26,560","1,149,973","10,747,410",Public,Commercial
1951,WALLEYE,"365,200",166,"58,847","549,972",Public,Commercial
1951,WEAKFISH,"6,341,300","2,876","767,716","7,174,916",Public,Commercial
1951,WHALES **,"545,000",247,"47,500","443,925",Public,Commercial
1951,"WHITEFISH, LAKE","169,400",77,"76,228","712,411",Public,Commercial
1951,"WHITEFISH, OCEAN","18,200",8,"1,869","17,467",Public,Commercial
1951,"WOLFFISH, ATLANTIC","1,989,100",902,"110,036","1,028,373",Public,Commercial
1952,ABALONES **,"956,800",434,"431,094","3,954,991",Public,Commercial
1952,ALEWIFE,"46,363,600","21,030","743,937","6,825,110",Public,Commercial
1952,AMBERJACKS **,"85,200",39,"5,299","48,615",Public,Commercial
1952,ANCHOVIES **,"55,792,100","25,307","1,153,404","10,581,688",Public,Commercial
1952,BALLYHOO,"4,000",2,440,"4,037",Public,Commercial
1952,"BARRACUDAS, SPHYRAENIDAE (FAMILY) **","2,161,000",980,"334,037","3,064,560",Public,Commercial
1952,"BASS, BLACK SEA","21,997,400","9,978","2,205,575","20,234,633",Public,Commercial
1952,"BASS, ROCK","8,700",4,"1,090","10,000",Public,Commercial
1952,"BASS, STRIPED","5,398,300","2,449","1,173,760","10,768,441",Public,Commercial
1952,"BASS, WHITE","18,300",8,"1,008","9,248",Public,Commercial
1952,"BASS, WHITE SEA","1,147,000",520,"354,103","3,248,651",Public,Commercial
1952,BLUEFISH,"4,849,900","2,200","759,019","6,963,478",Public,Commercial
1952,"BONITO, ATLANTIC","77,600",35,"13,715","125,825",Public,Commercial
1952,"BONITO, PACIFIC","2,142,500",972,"206,592","1,895,339",Public,Commercial
1952,BOWFIN,"30,900",14,"1,504","13,799",Public,Commercial
1952,BUFFALOFISHES **,"700,800",318,"92,430","847,981",Public,Commercial
1952,BURBOT,"7,200",3,216,"1,982",Public,Commercial
1952,"BUTTERCLAM, WASHINGTON","56,916",26,"12,643","115,991",Public,Commercial
1952,CABEZON,"34,500",16,"1,074","9,853",Public,Commercial
1952,"CABRILLA, SPOTTED","574,300",261,"86,207","790,890",Public,Commercial
1952,"CARP, COMMON","2,855,900","1,295","176,115","1,615,733",Public,Commercial
1952,"CATFISHES, FORKTAIL **","69,000",31,"20,706","189,963",Public,Commercial
1952,"CATFISHES, SEA **","896,600",407,"73,249","672,010",Public,Commercial
1952,"CATFISHES-BULLHEADS, OTHER **","15,940,300","7,230","2,702,955","24,797,751",Public,Commercial
1952,"CLAM, MANILA","56,100",25,"20,365","186,835",Public,Commercial
1952,"CLAM, PACIFIC LITTLENECK","209,400",95,"83,767","768,505",Public,Commercial
1952,"CLAM, PACIFIC RAZOR","1,693,654",768,"329,825","3,025,918",Public,Commercial
1952,"CLAM, QUAHOG, OCEAN","484,100",220,"43,531","399,367",Public,Commercial
1952,"CLAM, RAZOR, ATLANTIC","66,000",30,"7,825","71,789",Public,Commercial
1952,"CLAM, SOFT","7,331,900","3,326","2,553,977","23,430,982",Public,Commercial
1952,"CLAM, SURF, ATLANTIC","12,647,700","5,737","1,408,603","12,922,963",Public,Commercial
1952,CLAMS **,"54,400",25,"28,002","256,899",Public,Commercial
1952,"CLAMS, QUAHOG, MERCENARIA **","17,236,000","7,818","7,211,242","66,158,182",Public,Commercial
1952,COBIA,"41,400",19,"3,884","35,632",Public,Commercial
1952,"COCKLE, NUTTALL","8,830",4,662,"6,073",Public,Commercial
1952,"COD, ATLANTIC","43,685,900","19,816","3,157,820","28,970,826",Public,Commercial
1952,"COD, PACIFIC","10,843,800","4,919","572,051","5,248,174",Public,Commercial
1952,"CONCHS, TRUE **","447,700",203,"54,328","498,423",Public,Commercial
1952,"CRAB, ATLANTIC ROCK","1,498,600",680,"73,487","674,193",Public,Commercial
1952,"CRAB, BLUE","104,236,100","47,281","5,092,066","46,716,202",Public,Commercial
1952,"CRAB, DUNGENESS","26,507,612","12,024","3,450,797","31,658,688",Public,Commercial
1952,"CRAB, FLORIDA STONE","99,300",45,"49,650","455,504",Public,Commercial
1952,"CRAB, HORSESHOE","619,000",281,"3,096","28,404",Public,Commercial
1952,"CRAB, KING **","2,772,833","1,258","388,197","3,561,440",Public,Commercial
1952,"CRAB, RED ROCK","17,000",8,715,"6,560",Public,Commercial
1952,"CRAB, SNOW/TANNER **","14,191",6,"1,419","13,018",Public,Commercial
1952,CRAPPIES **,"946,600",429,"306,795","2,814,634",Public,Commercial
1952,"CRAYFISHES, FRESHWATER **","22,400",10,"2,688","24,661",Public,Commercial
1952,"CROAKER, ATLANTIC","8,295,800","3,763","731,919","6,714,852",Public,Commercial
1952,"CROAKER, PACIFIC WHITE","3,273,500","1,485","127,815","1,172,615",Public,Commercial
1952,CUNNER,"7,000",3,209,"1,918",Public,Commercial
1952,CUSK,"3,700,000","1,678","195,008","1,789,063",Public,Commercial
1952,DOLPHINFISH **,"26,300",12,"2,630","24,128",Public,Commercial
1952,"DRUM, BLACK","1,124,800",510,"134,764","1,236,367",Public,Commercial
1952,"DRUM, FRESHWATER","778,600",353,"93,840","860,917",Public,Commercial
1952,"DRUM, RED","1,808,400",820,"340,206","3,121,154",Public,Commercial
1952,"EEL, AMERICAN","1,618,200",734,"166,941","1,531,567",Public,Commercial
1952,"EEL, CONGER","161,100",73,"4,745","43,533",Public,Commercial
1952,FLATFISHES **,"8,693,933","3,944","1,026,572","9,418,094",Public,Commercial
1952,"FLOUNDER, AMERICAN PLAICE","7,642,300","3,467","680,177","6,240,156",Public,Commercial
1952,"FLOUNDER, SUMMER","15,331,500","6,954","2,863,244","26,268,293",Public,Commercial
1952,"FLOUNDER, WINTER","18,963,200","8,602","2,647,195","24,286,193",Public,Commercial
1952,"FLOUNDER, WITCH","5,769,000","2,617","566,685","5,198,945",Public,Commercial
1952,"FLOUNDER, YELLOWTAIL","16,986,800","7,705","1,972,566","18,096,935",Public,Commercial
1952,FLYINGFISHES **,"50,700",23,"3,794","34,807",Public,Commercial
1952,GARFISHES **,"195,600",89,"9,660","88,624",Public,Commercial
1952,GOATFISHES **,"114,500",52,"9,160","84,037",Public,Commercial
1952,GOOSEFISH,"83,700",38,"3,199","29,348",Public,Commercial
1952,"GROUPER, GOLIATH","169,900",77,"15,990","146,697",Public,Commercial
1952,"GROUPER, WARSAW","290,700",132,"27,012","247,816",Public,Commercial
1952,"GROUPERS, SERRANIDAE (FAMILY) **","6,336,500","2,874","835,591","7,665,973",Public,Commercial
1952,"GRUNTS, HAEMULIDAE (FAMILY) **","154,700",70,"12,833","117,734",Public,Commercial
1952,HADDOCK,"161,497,400","73,255","12,505,945","114,733,441",Public,Commercial
1952,"HAKE, PACIFIC (WHITING)","98,400",45,"2,565","23,532",Public,Commercial
1952,"HAKE, RED","4,411,900","2,001","89,695","822,889",Public,Commercial
1952,"HAKE, SILVER","108,437,800","49,187","2,364,030","21,688,348",Public,Commercial
1952,"HAKE, WHITE","11,968,300","5,429","564,925","5,182,800",Public,Commercial
1952,"HALIBUT, ATLANTIC","395,700",179,"103,454","949,120",Public,Commercial
1952,"HALIBUT, CALIFORNIA","525,300",238,"127,068","1,165,761",Public,Commercial
1952,"HALIBUT, PACIFIC","51,641,807","23,425","7,747,233","71,075,532",Public,Commercial
1952,"HARVESTFISH, NORTHERN","537,500",244,"49,110","450,551",Public,Commercial
1952,HARVESTFISHES **,"11,925,900","5,410","938,875","8,613,533",Public,Commercial
1952,"HERRING, ATLANTIC","155,166,800","70,383","1,906,227","17,488,321",Public,Commercial
1952,"HERRING, LAKE OR CISCO","19,900",9,"4,839","44,394",Public,Commercial
1952,"HERRING, PACIFIC","56,020,951","25,411","713,500","6,545,872",Public,Commercial
1952,HOGCHOKER,"4,300",2,129,"1,183",Public,Commercial
1952,HOGFISH,"42,600",19,"5,112","46,899",Public,Commercial
1952,JACK MACKEREL,"146,521,700","66,462","4,754,969","43,623,569",Public,Commercial
1952,"JACK, CREVALLE","718,900",326,"26,612","244,146",Public,Commercial
1952,"JACK, YELLOWTAIL","9,447,000","4,285","874,228","8,020,440",Public,Commercial
1952,KINGFISHES **,"5,438,800","2,467","514,310","4,718,442",Public,Commercial
1952,LADYFISH,"510,200",231,"15,306","140,422",Public,Commercial
1952,"LAMPREY, SEA","262,000",119,"6,550","60,092",Public,Commercial
1952,"LANCE, AMERICAN SAND","58,100",26,"1,935","17,752",Public,Commercial
1952,LINGCOD,"5,786,850","2,625","518,426","4,756,201",Public,Commercial
1952,"LOBSTER, AMERICAN","25,031,800","11,354","10,556,024","96,844,256",Public,Commercial
1952,"LOBSTER, CALIFORNIA SPINY","806,700",366,"337,282","3,094,330",Public,Commercial
1952,"LOBSTER, CARIBBEAN SPINY","1,612,400",731,"403,100","3,698,165",Public,Commercial
1952,"MACKEREL, ATLANTIC","18,187,200","8,250","1,586,412","14,554,238",Public,Commercial
1952,"MACKEREL, CHUB","378,700",172,"31,316","287,303",Public,Commercial
1952,"MACKEREL, KING AND CERO **","2,348,200","1,065","406,927","3,733,275",Public,Commercial
1952,"MACKEREL, SPANISH","8,134,300","3,690","945,726","8,676,386",Public,Commercial
1952,MACKERELS **,"20,604,700","9,346","785,464","7,206,092",Public,Commercial
1952,MENHADENS **,"1,383,591,600","627,593","13,221,287","121,296,212",Public,Commercial
1952,MINNOWS **,"116,900",53,"8,403","77,092",Public,Commercial
1952,"MULLET, STRIPED","33,341,700","15,124","3,476,576","31,895,193",Public,Commercial
1952,"MULLET, WHITE","3,413,700","1,548","273,096","2,505,468",Public,Commercial
1952,"MUSSEL, CALIFORNIA",100,0,44,404,Public,Commercial
1952,"MUSSEL, SEA","369,500",168,"22,929","210,358",Public,Commercial
1952,OCTOPUSES **,"61,700",28,"3,495","32,064",Public,Commercial
1952,"OYSTER, EASTERN","72,164,600","32,734","30,337,289","278,323,754",Public,Commercial
1952,"OYSTER, OLYMPIA","120,200",55,"137,028","1,257,138",Public,Commercial
1952,"OYSTER, PACIFIC","9,957,500","4,517","1,864,639","17,106,780",Public,Commercial
1952,PADDLEFISH,"62,000",28,"8,555","78,487",Public,Commercial
1952,"PERCH, SAND","10,100",5,524,"4,807",Public,Commercial
1952,"PERCH, WHITE","2,297,600","1,042","218,721","2,006,614",Public,Commercial
1952,"PERCH, YELLOW","246,200",112,"33,895","310,964",Public,Commercial
1952,PERIWINKLES,"4,700",2,"1,473","13,514",Public,Commercial
1952,PERMIT,"26,400",12,"1,514","13,890",Public,Commercial
1952,PIGFISH,"319,300",145,"14,894","136,643",Public,Commercial
1952,PIKES **,"14,700",7,"2,811","25,789",Public,Commercial
1952,PILOTFISH,200,0,4,37,Public,Commercial
1952,PINFISH,"978,800",444,"32,812","301,027",Public,Commercial
1952,POLLOCK,"26,955,900","12,227","995,980","9,137,431",Public,Commercial
1952,"POLYCHAETE, BLOODWORMS","211,800",96,"179,672","1,648,367",Public,Commercial
1952,"POLYCHAETE, SANDWORMS **","159,700",72,"93,944","861,871",Public,Commercial
1952,"POMPANO, FLORIDA","1,010,300",458,"586,842","5,383,871",Public,Commercial
1952,"POMPANO, PACIFIC","32,100",15,"11,489","105,404",Public,Commercial
1952,PORGIES **,"33,759,100","15,313","2,349,489","21,554,945",Public,Commercial
1952,PORKFISH,"20,900",9,"1,045","9,587",Public,Commercial
1952,"POUT, OCEAN","404,000",183,"6,089","55,862",Public,Commercial
1952,"PUFFER, NORTHERN","1,229,100",558,"58,001","532,121",Public,Commercial
1952,"RATFISH, SPOTTED","1,420,600",644,"10,654","97,743",Public,Commercial
1952,"REDFISH, ACADIAN","189,042,200","85,749","8,210,085","75,321,880",Public,Commercial
1952,"ROCK BASSES, PACIFIC **","86,500",39,"13,089","120,083",Public,Commercial
1952,"ROCKFISH, PACIFIC OCEAN PERCH","6,433,100","2,918","311,006","2,853,266",Public,Commercial
1952,ROCKFISHES **,"24,665,031","11,188","1,346,873","12,356,633",Public,Commercial
1952,"RUNNER, BLUE","1,068,400",485,"58,723","538,743",Public,Commercial
1952,SABLEFISH,"6,644,117","3,014","589,129","5,404,853",Public,Commercial
1952,"SALMON, ATLANTIC",200,0,67,615,Public,Commercial
1952,"SALMON, CHINOOK","40,796,580","18,505","9,824,382","90,131,945",Public,Commercial
1952,"SALMON, CHUM","77,404,448","35,110","6,494,141","59,579,276",Public,Commercial
1952,"SALMON, COHO","44,404,199","20,142","7,019,625","64,400,230",Public,Commercial
1952,"SALMON, PINK","79,520,948","36,070","7,503,115","68,835,917",Public,Commercial
1952,"SALMON, SOCKEYE","110,147,224","49,962","14,399,988","132,109,982",Public,Commercial
1952,"SARDINE, PACIFIC","14,330,400","6,500","523,120","4,799,266",Public,Commercial
1952,SAUGER,,,12,110,Public,Commercial
1952,"SAWFISH, SMALLTOOTH","12,000",5,840,"7,706",Public,Commercial
1952,SCADS **,"430,000",195,"21,520","197,431",Public,Commercial
1952,"SCALLOP, BAY","1,833,800",832,"1,343,696","12,327,486",Public,Commercial
