Area,Year,Key Species,Number Of Fish,Hr,Notes
California,2015,Surfperches,"1,220,073",H,"Surfperches include surfperch family, kelp perch, shiner perch, striped seaperch, black perch, walleye surfperch, silver surfperch, spotfin surfperch, white seaperch, sharpnose seaperch, pile perch, rubberlip seaperch, redtail surfperch, barred surfperch, calico surfperch, rainbow seaperch, dwarf perch, and pink seaperch."
California,2015,Surfperches,"918,158",R,
California,2015,Yellowfin tuna,"156,120",H,
California,2015,Yellowfin tuna,"4,286",R,
California,2016,"Barracuda, bass and bonito","1,626,739",R,
California,2016,"Barracuda, bass and bonito","170,809",H,"Barracuda, bass and bonito include grouper genus (epinephelus), broomtail grouper, sandbass genus, kelp bass, spotted sandbass, barred sandbass, giant seabass, Pacific barracuda, hookthroat bass, and threadfin bass.|This species may not be equivalent to species with similar names listed in the commercial tables."
California,2016,Bluefin tuna,"10,614",H,
California,2016,Bluefin tuna,115,R,
California,2016,California and other scorpionfish,"147,300",H,California and other scorpionfish include scorpionfish family and California scorpionfish.
California,2016,California and other scorpionfish,"223,044",R,
California,2016,California halibut and other flatfishes,"153,642",R,
California,2016,California halibut and other flatfishes,"288,160",H,"California halibut and other flatfishes include unidentified flounder or sole, flatfish order, lefteye flounder family, whiff genus, sanddab genus, Pacific sanddab, speckled sanddab, longfin sanddab, California halibut, bigmouth sole, fantail sole, righteye flounder family, arrowtooth flounder, petrale sole, rex sole, flathead sole, butter sole, rock sole, dover sole, english sole, starry flounder, c-o sole, curlfin sole, spotted turbot, hornyhead turbot, sand sole, Pacific halibut, and diamond turbot."
California,2016,Lingcod,"160,457",R,
California,2016,Lingcod,"226,600",H,
California,2016,Mackerels,"610,298",R,
California,2016,Mackerels,"989,591",H,"Mackerels include mackerel family, Pacific (chub) mackerel, chub mackerel, bullet mackerel, and frigate mackerel."
California,2016,Rockfishes,"2,243,129",H,"Rockfishes include rockfish species, rockfish genus, Pacific ocean perch, brown rockfish, redbanded rockfish, silvergray rockfish, copper rockfish, darkblotched rockfish, greenstriped rockfish, widow rockfish, yellowtail rockfish, chilipepper, rosethorn rockfish, quillback rockfish, black rockfish, vermilion rockfish, blue rockfish, china rockfish, tiger rockfish, bocaccio, canary rockfish, redstripe rockfish, yellowmouth rockfish, rosy rockfish, yelloweye rockfish, stripetail rockfish, black and yellow rockfish, kelp rockfish, greenspotted rockfish, starry rockfish, calico rockfish, bronzespotted rockfish, squarespot rockfish, cowcod, mexican rockfish, speckled rockfish, grass rockfish, flag rockfish, bank rockfish, halfbanded rockfish, olive rockfish, treefish, honeycomb rockfish, gopher rockfish, swordspine rockfish, freckled rockfish, pinkrose rockfish, greenblotched rockfish, shortspine thornyhead, deacon rockfish, and deacon/blue rockfish unknown.|This species may not be equivalent to species with similar names listed in the commercial tables."
California,2016,Rockfishes,"709,196",R,
California,2016,Salmon,"38,082",H,"Salmon include pink salmon, chum salmon, coho salmon, sockeye salmon, and Chinook salmon.|Salmon harvest estimates exclude release mortality."
California,2016,Salmon,0,R,
California,2016,Surfperches,"524,110",R,
California,2016,Surfperches,"814,640",H,"Surfperches include surfperch family, kelp perch, shiner perch, striped seaperch, black perch, walleye surfperch, silver surfperch, spotfin surfperch, white seaperch, sharpnose seaperch, pile perch, rubberlip seaperch, redtail surfperch, barred surfperch, calico surfperch, rainbow seaperch, dwarf perch, and pink seaperch."
California,2016,Yellowfin tuna,"28,070",H,
California,2016,Yellowfin tuna,558,R,
California,2017,"Barracuda, bass and bonito","1,453,067",R,
California,2017,"Barracuda, bass and bonito","152,773",H,"Barracuda, bass and bonito include grouper genus (epinephelus), broomtail grouper, sandbass genus, kelp bass, spotted sandbass, barred sandbass, giant seabass, Pacific barracuda, hookthroat bass, and threadfin bass.|This species may not be equivalent to species with similar names listed in the commercial tables."
California,2017,Bluefin tuna,"12,100",H,
California,2017,Bluefin tuna,63,R,
California,2017,California and other scorpionfish,"157,317",H,California and other scorpionfish include scorpionfish family and California scorpionfish.
California,2017,California and other scorpionfish,"292,106",R,
California,2017,California halibut and other flatfishes,"287,824",H,"California halibut and other flatfishes include unidentified flounder or sole, flatfish order, lefteye flounder family, whiff genus, sanddab genus, Pacific sanddab, speckled sanddab, longfin sanddab, California halibut, bigmouth sole, fantail sole, righteye flounder family, arrowtooth flounder, petrale sole, rex sole, flathead sole, butter sole, rock sole, dover sole, english sole, starry flounder, c-o sole, curlfin sole, spotted turbot, hornyhead turbot, sand sole, Pacific halibut, and diamond turbot."
California,2017,California halibut and other flatfishes,"293,946",R,
California,2017,Lingcod,"107,020",R,
California,2017,Lingcod,"173,296",H,
California,2017,Mackerels,"1,395,641",H,"Mackerels include mackerel family, Pacific (chub) mackerel, chub mackerel, bullet mackerel, and frigate mackerel."
California,2017,Mackerels,"792,131",R,
California,2017,Rockfishes,"2,336,499",H,"Rockfishes include rockfish species, rockfish genus, Pacific ocean perch, brown rockfish, redbanded rockfish, silvergray rockfish, copper rockfish, darkblotched rockfish, greenstriped rockfish, widow rockfish, yellowtail rockfish, chilipepper, rosethorn rockfish, quillback rockfish, black rockfish, vermilion rockfish, blue rockfish, china rockfish, tiger rockfish, bocaccio, canary rockfish, redstripe rockfish, yellowmouth rockfish, rosy rockfish, yelloweye rockfish, stripetail rockfish, black and yellow rockfish, kelp rockfish, greenspotted rockfish, starry rockfish, calico rockfish, bronzespotted rockfish, squarespot rockfish, cowcod, mexican rockfish, speckled rockfish, grass rockfish, flag rockfish, bank rockfish, halfbanded rockfish, olive rockfish, treefish, honeycomb rockfish, gopher rockfish, swordspine rockfish, freckled rockfish, pinkrose rockfish, greenblotched rockfish, shortspine thornyhead, deacon rockfish, and deacon/blue rockfish unknown.|This species may not be equivalent to species with similar names listed in the commercial tables."
California,2017,Rockfishes,"816,468",R,
California,2017,Salmon,"62,080",H,"Salmon include pink salmon, chum salmon, coho salmon, sockeye salmon, and Chinook salmon.|Salmon harvest estimates exclude release mortality."
California,2017,Salmon,0,R,
California,2017,Surfperches,"704,727",R,
California,2017,Surfperches,"865,359",H,"Surfperches include surfperch family, kelp perch, shiner perch, striped seaperch, black perch, walleye surfperch, silver surfperch, spotfin surfperch, white seaperch, sharpnose seaperch, pile perch, rubberlip seaperch, redtail surfperch, barred surfperch, calico surfperch, rainbow seaperch, dwarf perch, and pink seaperch."
California,2017,Yellowfin tuna,"15,480",H,
California,2017,Yellowfin tuna,440,R,
California,2018,"Barracuda, bass and bonito","1,190,159",R,
California,2018,"Barracuda, bass and bonito","162,663",H,"Barracuda, bass and bonito include grouper genus (epinephelus), broomtail grouper, sandbass genus, kelp bass, spotted sandbass, barred sandbass, giant seabass, Pacific barracuda, hookthroat bass, and threadfin bass.|This species may not be equivalent to species with similar names listed in the commercial tables."
California,2018,Bluefin tuna,"10,775",H,
California,2018,Bluefin tuna,30,R,
California,2018,California and other scorpionfish,"193,633",H,California and other scorpionfish include scorpionfish family and California scorpionfish.
California,2018,California and other scorpionfish,"363,929",R,
California,2018,California halibut and other flatfishes,"210,098",R,
California,2018,California halibut and other flatfishes,"304,102",H,"California halibut and other flatfishes include unidentified flounder or sole, flatfish order, lefteye flounder family, whiff genus, sanddab genus, Pacific sanddab, speckled sanddab, longfin sanddab, California halibut, bigmouth sole, fantail sole, righteye flounder family, arrowtooth flounder, petrale sole, rex sole, flathead sole, butter sole, rock sole, dover sole, english sole, starry flounder, c-o sole, curlfin sole, spotted turbot, hornyhead turbot, sand sole, Pacific halibut, and diamond turbot."
California,2018,Lingcod,"130,104",H,
California,2018,Lingcod,"83,403",R,
California,2018,Mackerels,"1,184,888",H,"Mackerels include mackerel family, Pacific (chub) mackerel, chub mackerel, bullet mackerel, and frigate mackerel."
California,2018,Mackerels,"638,143",R,
California,2018,Rockfishes,"2,268,672",H,"Rockfishes include rockfish species, rockfish genus, Pacific ocean perch, brown rockfish, redbanded rockfish, silvergray rockfish, copper rockfish, darkblotched rockfish, greenstriped rockfish, widow rockfish, yellowtail rockfish, chilipepper, rosethorn rockfish, quillback rockfish, black rockfish, vermilion rockfish, blue rockfish, china rockfish, tiger rockfish, bocaccio, canary rockfish, redstripe rockfish, yellowmouth rockfish, rosy rockfish, yelloweye rockfish, stripetail rockfish, black and yellow rockfish, kelp rockfish, greenspotted rockfish, starry rockfish, calico rockfish, bronzespotted rockfish, squarespot rockfish, cowcod, mexican rockfish, speckled rockfish, grass rockfish, flag rockfish, bank rockfish, halfbanded rockfish, olive rockfish, treefish, honeycomb rockfish, gopher rockfish, swordspine rockfish, freckled rockfish, pinkrose rockfish, greenblotched rockfish, shortspine thornyhead, deacon rockfish, and deacon/blue rockfish unknown.|This species may not be equivalent to species with similar names listed in the commercial tables."
California,2018,Rockfishes,"791,111",R,
California,2018,Salmon,"100,804",H,"Salmon include pink salmon, chum salmon, coho salmon, sockeye salmon, and Chinook salmon.|Salmon harvest estimates exclude release mortality."
California,2018,Salmon,0,R,
California,2018,Surfperches,"80,846",R,
California,2018,Surfperches,"88,897",H,"Surfperches include surfperch family, kelp perch, shiner perch, striped seaperch, black perch, walleye surfperch, silver surfperch, spotfin surfperch, white seaperch, sharpnose seaperch, pile perch, rubberlip seaperch, redtail surfperch, barred surfperch, calico surfperch, rainbow seaperch, dwarf perch, and pink seaperch."
California,2018,Yellowfin tuna,"19,584",H,
California,2018,Yellowfin tuna,270,R,
California,2019,"Barracuda, bass and bonito","1,271,990",R,
California,2019,"Barracuda, bass and bonito","124,046",H,"Barracuda, bass and bonito include grouper genus (epinephelus), broomtail grouper, sandbass genus, kelp bass, spotted sandbass, barred sandbass, giant seabass, Pacific barracuda, hookthroat bass, and threadfin bass.|This species may not be equivalent to species with similar names listed in the commercial tables."
California,2019,Bluefin tuna,"4,362",H,
California,2019,Bluefin tuna,33,R,
California,2019,California and other scorpionfish,"240,055",H,California and other scorpionfish include scorpionfish family and California scorpionfish.
California,2019,California and other scorpionfish,"321,952",R,
California,2019,California halibut and other flatfishes,"273,068",R,
California,2019,California halibut and other flatfishes,"303,717",H,"California halibut and other flatfishes include unidentified flounder or sole, flatfish order, lefteye flounder family, whiff genus, sanddab genus, Pacific sanddab, speckled sanddab, longfin sanddab, California halibut, bigmouth sole, fantail sole, righteye flounder family, arrowtooth flounder, petrale sole, rex sole, flathead sole, butter sole, rock sole, dover sole, english sole, starry flounder, c-o sole, curlfin sole, spotted turbot, hornyhead turbot, sand sole, Pacific halibut, and diamond turbot."
California,2019,Lingcod,"68,628",R,
California,2019,Lingcod,"98,947",H,
California,2019,Mackerels,"444,890",R,
California,2019,Mackerels,"818,120",H,"Mackerels include mackerel family, Pacific (chub) mackerel, chub mackerel, bullet mackerel, and frigate mackerel."
California,2019,Rockfishes,"2,671,833",H,"Rockfishes include rockfish species, rockfish genus, Pacific ocean perch, brown rockfish, redbanded rockfish, silvergray rockfish, copper rockfish, darkblotched rockfish, greenstriped rockfish, widow rockfish, yellowtail rockfish, chilipepper, rosethorn rockfish, quillback rockfish, black rockfish, vermilion rockfish, blue rockfish, china rockfish, tiger rockfish, bocaccio, canary rockfish, redstripe rockfish, yellowmouth rockfish, rosy rockfish, yelloweye rockfish, stripetail rockfish, black and yellow rockfish, kelp rockfish, greenspotted rockfish, starry rockfish, calico rockfish, bronzespotted rockfish, squarespot rockfish, cowcod, mexican rockfish, speckled rockfish, grass rockfish, flag rockfish, bank rockfish, halfbanded rockfish, olive rockfish, treefish, honeycomb rockfish, gopher rockfish, swordspine rockfish, freckled rockfish, pinkrose rockfish, greenblotched rockfish, shortspine thornyhead, deacon rockfish, and deacon/blue rockfish unknown.|This species may not be equivalent to species with similar names listed in the commercial tables."
California,2019,Rockfishes,"922,587",R,
California,2019,Salmon,"89,160",H,"Salmon include pink salmon, chum salmon, coho salmon, sockeye salmon, and Chinook salmon.|Salmon harvest estimates exclude release mortality."
California,2019,Salmon,0,R,
California,2019,Surfperches,"71,846",H,"Surfperches include surfperch family, kelp perch, shiner perch, striped seaperch, black perch, walleye surfperch, silver surfperch, spotfin surfperch, white seaperch, sharpnose seaperch, pile perch, rubberlip seaperch, redtail surfperch, barred surfperch, calico surfperch, rainbow seaperch, dwarf perch, and pink seaperch."
California,2019,Surfperches,"75,988",R,
California,2019,Yellowfin tuna,"24,319",H,
California,2019,Yellowfin tuna,307,R,
California,2020,"Barracuda, bass and bonito","153,399",H,"Barracuda, bass and bonito include grouper genus (epinephelus), broomtail grouper, sandbass genus, kelp bass, spotted sandbass, barred sandbass, giant seabass, Pacific barracuda, hookthroat bass, and threadfin bass.|This species may not be equivalent to species with similar names listed in the commercial tables."
California,2020,"Barracuda, bass and bonito","949,909",R,
California,2020,Bluefin tuna,"25,489",H,
California,2020,Bluefin tuna,477,R,
California,2020,California and other scorpionfish,"144,697",H,California and other scorpionfish include scorpionfish family and California scorpionfish.
California,2020,California and other scorpionfish,"207,783",R,
California,2020,California halibut and other flatfishes,"104,136",R,
California,2020,California halibut and other flatfishes,"206,375",H,"California halibut and other flatfishes include unidentified flounder or sole, flatfish order, lefteye flounder family, whiff genus, sanddab genus, Pacific sanddab, speckled sanddab, longfin sanddab, California halibut, bigmouth sole, fantail sole, righteye flounder family, arrowtooth flounder, petrale sole, rex sole, flathead sole, butter sole, rock sole, dover sole, english sole, starry flounder, c-o sole, curlfin sole, spotted turbot, hornyhead turbot, sand sole, Pacific halibut, and diamond turbot."
California,2020,Lingcod,"42,295",R,
California,2020,Lingcod,"76,377",H,
California,2020,Mackerels,"217,036",R,
California,2020,Mackerels,"342,151",H,"Mackerels include mackerel family, Pacific (chub) mackerel, chub mackerel, bullet mackerel, and frigate mackerel."
California,2020,Rockfishes,"1,935,134",H,"Rockfishes include rockfish species, rockfish genus, Pacific ocean perch, brown rockfish, redbanded rockfish, silvergray rockfish, copper rockfish, darkblotched rockfish, greenstriped rockfish, widow rockfish, yellowtail rockfish, chilipepper, rosethorn rockfish, quillback rockfish, black rockfish, vermilion rockfish, blue rockfish, china rockfish, tiger rockfish, bocaccio, canary rockfish, redstripe rockfish, yellowmouth rockfish, rosy rockfish, yelloweye rockfish, stripetail rockfish, black and yellow rockfish, kelp rockfish, greenspotted rockfish, starry rockfish, calico rockfish, bronzespotted rockfish, squarespot rockfish, cowcod, mexican rockfish, speckled rockfish, grass rockfish, flag rockfish, bank rockfish, halfbanded rockfish, olive rockfish, treefish, honeycomb rockfish, gopher rockfish, swordspine rockfish, freckled rockfish, pinkrose rockfish, greenblotched rockfish, shortspine thornyhead, deacon rockfish, and deacon/blue rockfish unknown.|This species may not be equivalent to species with similar names listed in the commercial tables."
California,2020,Rockfishes,"618,260",R,
California,2020,Salmon,"69,895",H,"Salmon include pink salmon, chum salmon, coho salmon, sockeye salmon, and Chinook salmon.|Salmon harvest estimates exclude release mortality."
California,2020,Salmon,0,R,
California,2020,Surfperches,"104,293",R,
California,2020,Surfperches,"78,693",H,"Surfperches include surfperch family, kelp perch, shiner perch, striped seaperch, black perch, walleye surfperch, silver surfperch, spotfin surfperch, white seaperch, sharpnose seaperch, pile perch, rubberlip seaperch, redtail surfperch, barred surfperch, calico surfperch, rainbow seaperch, dwarf perch, and pink seaperch."
California,2020,Yellowfin tuna,"9,570",H,
California,2020,Yellowfin tuna,77,R,
California,2021,"Barracuda, bass and bonito","163,191",H,"Barracuda, bass and bonito include grouper genus (epinephelus), broomtail grouper, sandbass genus, kelp bass, spotted sandbass, barred sandbass, giant seabass, Pacific barracuda, hookthroat bass, and threadfin bass.|This species may not be equivalent to species with similar names listed in the commercial tables."
California,2021,"Barracuda, bass and bonito","983,460",R,
California,2021,Bluefin tuna,"32,619",H,
California,2021,Bluefin tuna,524,R,
California,2021,California and other scorpionfish,"285,407",H,California and other scorpionfish include scorpionfish family and California scorpionfish.
California,2021,California and other scorpionfish,"452,346",R,
California,2021,California halibut and other flatfishes,"235,638",H,"California halibut and other flatfishes include unidentified flounder or sole, flatfish order, lefteye flounder family, whiff genus, sanddab genus, Pacific sanddab, speckled sanddab, longfin sanddab, California halibut, bigmouth sole, fantail sole, righteye flounder family, arrowtooth flounder, petrale sole, rex sole, flathead sole, butter sole, rock sole, dover sole, english sole, starry flounder, c-o sole, curlfin sole, spotted turbot, hornyhead turbot, sand sole, Pacific halibut, and diamond turbot."
